id,speaker,line,addressee,confidence,reasoning,masu_count,desu_count,gozaimasu_count,honorific_verb_count,humble_verb_count,total_polite_count,polite_density
294,千尋,あっ、はい。,リン,high,千尋 is responding affirmatively to リン's question/instruction.,0,0,0,0,0,0,0.0000
295,リン,ドンくさいね。早くおいで。,千尋,high,"リン is continuing to scold 千尋, telling her to hurry up and come along.",0,0,0,0,0,0,0.0000
296,千尋,はい。,リン,high,千尋 is responding with affirmation to リン's command to hurry.,0,0,0,0,0,0,0.0000
297,リン,靴なんか持ってどうするのさ？！靴下も！,千尋,high,リン is questioning 千尋 about why she's carrying shoes and socks.,0,0,0,0,0,0,0.0000
298,千尋,はい！,リン,high,千尋 is responding with quick affirmation to リン's question/criticism.,0,0,0,0,0,0,0.0000
299,リン,あんた、カマジイにお礼言ったの？世話になったんだろ？,千尋,high,リン is asking 千尋 if she thanked the old man (釜爺) for his help.,0,0,0,0,0,0,0.0000
300,千尋,うっ…。,リン,high,"千尋 is making an uncertain response sound, reacting to being asked if she thanked 釜爺.",0,0,0,0,0,0,0.0000
301,千尋,ありがとうございました。,釜爺,high,"千尋 is thanking the character who just helped her, as prompted by リン's earlier question.",1,0,1,0,0,1,0.0833
302,釜爺,グッドラック。,千尋,high,釜爺 is wishing good luck to 千尋 who is about to leave.,0,0,0,0,0,0,0.0000
303,リン,湯バーバは建物のテッペンのその奥にいるんだ。,千尋,high,リン is giving directions to 千尋 about where to find 湯婆婆.,0,0,0,0,0,0,0.0000
304,千尋,わっ！,self,high,千尋's brief exclamation appears to be a startled reaction to new information.,0,0,0,0,0,0,0.0000
305,リン,早くしろよ。,千尋,high,リン is urging 千尋 to hurry up.,0,0,0,0,0,0,0.0000
306,千尋,あっ…。,self,high,千尋's brief utterance is a acknowledgment/reaction to being told to hurry.,0,0,0,0,0,0,0.0000
307,リン,鼻がなくなるよ。,千尋,high,"リン is warning 千尋 about the consequence of delay, using 'you' (your nose).",0,0,0,0,0,0,0.0000
308,リン,もう一回乗り継ぐからね。,千尋,high,リン is informing 千尋 that they will transfer/change trains once more.,0,0,0,0,0,0,0.0000
309,千尋,はい。,リン,high,千尋 is acknowledging リン's statement with a polite affirmation.,0,0,0,0,0,0,0.0000
310,リン,着くよ。,千尋,high,リン is announcing to 千尋 that they have arrived at the destination.,0,0,0,0,0,0,0.0000
311,リン,いらっしゃいませ。,お白様,high,リン is greeting a customer arriving at the bathhouse elevator.,1,0,0,1,0,1,0.1111
312,お白様,ウウー…。,リン,high,お白様is responding vocally to リン's greeting.,0,0,0,0,0,0,0.0000
313,リン,お客様、このエレベーターは上へはまいりません。,お白様,high,リン is addressing the customer directly about elevator limitations.,1,0,0,0,0,1,0.0435
314,リン,他をお探しください。,お白様,high,リン continues directing the customer to other options.,0,0,0,1,0,1,0.1000
315,千尋,ついて来る。,千尋,high,千尋 is instructing 千尋 to follow her.,0,0,0,0,0,0,0.0000
316,リン,キョロキョロすんじゃないよ。,千尋,high,リン is scolding 千尋 for looking around too much.,0,0,0,0,0,0,0.0000
317,蛙男,到着でございます。,group:bathhouse guests,high,蛙男 announces arrival as an elevator operator to passengers.,1,0,1,0,0,1,0.1111
318,蛙男,右手のお座敷でございます。,group:bathhouse guests,high,蛙男 provides directions to guests exiting the elevator.,1,0,1,0,0,1,0.0769
319,蛙男,ん？リン。,リン,high,蛙男 is calling out to リン by name with a question.,0,0,0,0,0,0,0.0000
320,リン,はーい。,蛙男,high,リン is responding affirmatively to 蛙男's call.,0,0,0,0,0,0,0.0000
321,蛙男,何かにおわぬか？,group:nearby characters,medium,"蛙男 is asking if anyone smells something, likely directed at those present.",0,0,0,0,0,0,0.0000
322,蛙男,人間だ。お前、人間くさいぞ。,リン,high,"蛙男 is directly addressing リン with 'お前' (you), commenting that she smells human.",0,0,0,0,0,0,0.0000
323,リン,そうですかぁ？,蛙男,high,リン is responding to 蛙男's accusation with a question directed at him.,0,1,0,0,0,1,0.1429
324,蛙男,におう、におう。うまそうなにおいだ。,リン,high,"蛙男 continues addressing リン with 'お前' (you), commenting on the delicious smell.",0,0,0,0,0,0,0.0000
325,蛙男,お前何か隠しておるな。,リン,high,"蛙男 addresses リン with 'お前' (you), accusing her of hiding something.",0,0,0,0,0,0,0.0000
326,蛙男,正直に申せ！,リン,high,"蛙男 demands リン confess, using imperative tone directed at her.",0,0,0,0,0,0,0.0000
327,リン,このにおいでしょ？,蛙男,high,リン is responding to 蛙男's demand by pointing out what he's smelling.,0,0,0,0,0,0,0.0000
328,蛙男,クロヤキ…くれー！,リン,high,蛙男 identifies the smell as クロヤキ and begs リン for it.,0,0,0,0,0,0,0.0000
329,リン,やなこった。おねえ様方に頼まれてんだよ。,蛙男,high,リン refuses 蛙男's request and explains the food was promised to others.,0,0,0,0,0,0,0.0000
330,蛙男,頼む！ちょっとだけ！せめて足１本！,リン,high,"蛙男 continues pleading with リン, asking for even just one leg of the food.",0,0,0,0,0,0,0.0000
331,リン,上へ行くお客様？レバーをお引きください。,unknown,medium,"リン is calling out to customers using an elevator/lift, likely addressing a group or unspecified customer.",0,0,0,1,0,1,0.0500
332,湯婆婆,ノックもしないのかい？！,千尋,high,湯婆婆 is reacting to someone entering without knocking; context shows 千尋 has just arrived.,0,0,0,0,0,0,0.0000
333,湯婆婆,まぁ、みっともない娘が来たもんだね。,千尋,high,"湯婆婆 is commenting on the appearance of the girl who just entered, addressing 千尋 directly.",0,0,0,0,0,0,0.0000
334,湯婆婆,さあ、おいで。,千尋,high,湯婆婆 is calling 千尋 to come closer with 'さあ、おいで'.,0,0,0,0,0,0,0.0000
335,湯婆婆,おいでな。,千尋,high,"湯婆婆 continues addressing 千尋 with 'おいでな', a repeated summons.",0,0,0,0,0,0,0.0000
336,千尋,あっ！,self,high,"千尋's exclamation 'あっ!' is a reaction to being pulled, not directed at anyone.",0,0,0,0,0,0,0.0000
337,千尋,痛い…。,self,high,"千尋's complaint '痛い…' is a spontaneous expression of pain, not directed at anyone.",0,0,0,0,0,0,0.0000
338,湯婆婆,うるさいねぇ。静かにしておくれ。,千尋,high,"湯婆婆 tells 千尋 to be quiet, directly addressing her with 'うるさいねぇ。静かにしておくれ。'",0,0,0,0,0,0,0.0000
339,千尋,うわっ！,self,high,千尋's exclamation 'うわっ!' is a spontaneous reaction to something happening to her.,0,0,0,0,0,0,0.0000
340,千尋,あのう…ここで働かせてください。,湯婆婆,high,"千尋 is politely requesting employment from 湯婆婆, the bathhouse owner she is addressing.",0,0,0,1,0,1,0.0625
341,湯婆婆,バカなおしゃべりはやめとくれ。,千尋,high,"湯婆婆 is responding to 千尋's request to work, telling her to stop talking nonsense.",0,0,0,0,0,0,0.0000
342,湯婆婆,そんなヒョロヒョロに何ができるのさ。,千尋,high,湯婆婆 is directly criticizing 千尋's physical appearance and capabilities.,0,0,0,0,0,0,0.0000
343,湯婆婆,ここはね、人間の来る所じゃないんだ。,千尋,high,湯婆婆 is explaining to 千尋 that this bathhouse is not a place for humans.,0,0,0,0,0,0,0.0000
344,湯婆婆,八百万の神様達が疲れを癒やしに来るお湯屋なんだよ。,千尋,high,湯婆婆 continues explaining to 千尋 what the bathhouse is for.,0,0,0,0,0,0,0.0000
345,湯婆婆,それなのに、お前の親は何だい？,千尋,high,湯婆婆 is asking 千尋 rhetorically about what her parents did.,0,0,0,0,0,0,0.0000
346,湯婆婆,お客様の食べ物を豚のように食いちらして！,千尋,high,湯婆婆 is directly accusing 千尋's parents of eating the guests' food like pigs.,0,0,0,0,0,0,0.0000
347,湯婆婆,当然の報いさ。,千尋,high,湯婆婆 is explaining to 千尋 that what happened to her parents is a natural consequence.,0,0,0,0,0,0,0.0000
348,湯婆婆,お前も元の世界には…戻れないよ。,千尋,high,湯婆婆 is telling 千尋 directly that she cannot return to the human world.,0,0,0,0,0,0,0.0000
349,湯婆婆,子豚にしてやろう。,千尋,high,湯婆婆 is threatening 千尋 with turning her into a piglet.,0,0,0,0,0,0,0.0000
350,湯婆婆,あっ！石炭というてもあるね。,self,high,"湯婆婆 appears to be thinking aloud to herself about another option, not addressing 千尋.",0,0,0,0,0,0,0.0000
351,湯婆婆,ハハハハハ！震えているね。,千尋,high,湯婆婆 is observing 千尋's trembling state directly.,0,0,0,0,0,0,0.0000
352,湯婆婆,でも、まぁ、よくここまでやって来たよ。,千尋,high,湯婆婆 continues to address 千尋 about her journey to reach this point.,0,0,0,0,0,0,0.0000
353,湯婆婆,誰かが親切に世話を焼いたんだね。,千尋,high,湯婆婆 is commenting on someone helping 千尋 to arrive at the bathhouse.,0,0,0,0,0,0,0.0000
354,湯婆婆,褒めてやらなきゃ。,千尋,high,湯婆婆 is praising the person (千尋) being discussed.,0,0,0,0,0,0,0.0000
355,湯婆婆,誰だい？それは、教えておくれな。,千尋,high,湯婆婆 is directly asking 千尋 to reveal who helped her.,0,0,0,0,0,0,0.0000
356,千尋,あっ…。,self,high,千尋's brief exclamation in response to being questioned.,0,0,0,0,0,0,0.0000
357,千尋,ここで働かせてください！,湯婆婆,high,千尋 is making a direct request to 湯婆婆 for employment.,0,0,0,1,0,1,0.0833
358,湯婆婆,まだそれを言うのかい？！,千尋,high,湯婆婆 is responding incredulously to 千尋's repeated request.,0,0,0,0,0,0,0.0000
359,千尋,ここで働きたいんです！,湯婆婆,high,千尋 is reiterating her wish to work at the bathhouse to 湯婆婆.,0,1,0,0,0,1,0.0909
360,湯婆婆,だーまーれー！！,千尋,high,湯婆婆 is harshly commanding 千尋 to be silent.,0,0,0,0,0,0,0.0000
361,湯婆婆,何で私がお前を雇わなきゃならないんだい？！,千尋,high,"湯婆婆 is directly responding to 千尋's request to work, addressing her with 'お前を' (you).",0,0,0,0,0,0,0.0000
362,湯婆婆,見るからに、グズで、甘ったれで、泣き虫で、頭の悪い小娘に、仕事なんかあるもんかね！,千尋,high,湯婆婆 is insulting 千尋 directly with physical descriptors ('小娘' - girl) and rhetorical criticism.,0,0,0,0,0,0,0.0000
363,湯婆婆,お断りだね！,千尋,high,湯婆婆 is explicitly rejecting 千尋's employment request with 'お断りだね'.,0,0,0,0,0,0,0.0000
364,湯婆婆,これ以上、ごくつぶしを増やしてどうしろっていうんだい！,千尋,high,湯婆婆 continues her tirade about not wanting to hire 千尋 by calling her a burden ('ごくつぶし').,0,0,0,0,0,0,0.0000
365,湯婆婆,それとも一番つらーいきつーい仕事を死ぬまでやらせてやろうか？,千尋,high,湯婆婆 is making a threatening offer directly to 千尋 about harsh labor ('やらせてやろうか').,0,0,0,0,0,0,0.0000
366,千尋,ハッ！,self,high,"千尋's exclamation is a reaction to 坊's crying, not addressed to anyone else.",0,0,0,0,0,0,0.0000
367,坊,アダー！,self,high,"坊 is making a crying sound, self-expression rather than directed speech.",0,0,0,0,0,0,0.0000
368,湯婆婆,ああ、やめなさい！どうしたの？,坊,high,湯婆婆 is addressing her son 坊 directly with 'やめなさい' and 'どうしたの' to calm him down.,0,0,0,1,0,1,0.0667
369,湯婆婆,今すぐ行くから、いい子でいなさいね。,坊,high,"湯婆婆 is reassuring her son with 'いい子でいなさいね', telling him she'll come right away.",0,0,0,1,0,1,0.0556
370,湯婆婆,まだいたのかい？！さっさと出て行きな！,千尋,high,湯婆婆 is commanding 千尋 to leave with 'さっさと出て行きな' after noticing she's still present.,0,0,0,0,0,0,0.0000
371,千尋,ここで働きたいんです！,湯婆婆,high,千尋 is making a direct request to the bathhouse owner.,0,1,0,0,0,1,0.0909
372,湯婆婆,大きな声を出すんじゃないよぉ！,千尋,high,湯婆婆 is scolding 千尋 for speaking loudly.,0,0,0,0,0,0,0.0000
373,湯婆婆,ああ、ちょっと待ちなさい。ねっ？ねっ？,坊,high,湯婆婆 is trying to comfort/distract her son who was crying.,0,0,0,1,0,1,0.0526
374,湯婆婆,いい子だから。ほらほら。,坊,high,湯婆婆 is reassuring and soothing her child with gentle words.,0,0,0,0,0,0,0.0000
375,千尋,働かせてください！！,湯婆婆,high,千尋 is making a desperate plea to the bathhouse owner in a louder voice.,0,0,0,1,0,1,0.1000
376,湯婆婆,分かったから静かにしておくれ！,千尋,high,"湯婆婆 is telling 千尋 to be quiet, addressing the person making noise.",0,0,0,0,0,0,0.0000
377,湯婆婆,ああ、よしよしー…。,坊,high,湯婆婆 continues to soothe her son with gentle sounds and reassurance.,0,0,0,0,0,0,0.0000
378,湯婆婆,契約書だよ。,千尋,high,"湯婆婆 is presenting a contract to 千尋, implying it is for her.",0,0,0,0,0,0,0.0000
379,湯婆婆,そこに名前を書きな。,千尋,high,湯婆婆 is instructing 千尋 to sign her name on the contract.,0,0,0,0,0,0,0.0000
380,湯婆婆,働かせてやる。,千尋,high,"湯婆婆 is telling 千尋 she will be given work, granting her employment request.",0,0,0,0,0,0,0.0000
381,湯婆婆,その代わり、イヤだとか帰りたいとか言ったら、すぐ子豚にしてやるからね。,千尋,high,湯婆婆 is threatening the person working for her about the contract terms.,0,0,0,0,0,0,0.0000
382,千尋,あの、名前ってここですか？,湯婆婆,high,千尋 is asking 湯婆婆 a question about where to write her name.,0,1,0,0,0,1,0.0769
383,湯婆婆,そうだよ。もうグズグズしないでさっさと書きな。,千尋,high,湯婆婆 is responding directly to 千尋's question and instructing her to write.,0,0,0,0,0,0,0.0000
384,湯婆婆,まったく。,self,high,湯婆婆 is muttering to herself in frustration about the situation.,0,0,0,0,0,0,0.0000
385,湯婆婆,つまらない誓いを立てちまったもんだよ。働きたい者には仕事をやるだなんて。,self,high,湯婆婆 continues her self-directed monologue lamenting her foolish oath.,0,0,0,0,0,0,0.0000
386,湯婆婆,ハっ！,self,high,"湯婆婆 makes an exclamation sound, appearing to be a sudden realization expressed to herself.",0,0,0,0,0,0,0.0000
387,湯婆婆,書いたかい？,千尋,high,湯婆婆 is asking 千尋 if she has finished writing the contract.,0,0,0,0,0,0,0.0000
388,千尋,はい。,湯婆婆,high,千尋 is confirming that she has completed the contract writing.,0,0,0,0,0,0,0.0000
389,千尋,あっ…。,self,high,"千尋 makes a surprised sound, likely a reaction to something happening as she hands over the contract.",0,0,0,0,0,0,0.0000
390,湯婆婆,フンっ。千尋というのかい。,千尋,high,湯婆婆 is reading the name 千尋 from the contract and addressing the person who wrote it.,0,0,0,0,0,0,0.0000
391,千尋,はい。,湯婆婆,high,千尋 is responding affirmatively to 湯婆婆's earlier question about whether she wrote her name.,0,0,0,0,0,0,0.0000
392,湯婆婆,ぜいたくな名だね。,千尋,high,"湯婆婆 is commenting on the name 千尋 that was just written and confirmed, clearly addressing the girl.",0,0,0,0,0,0,0.0000
393,湯婆婆,今からお前の名前は千だ。,千尋,high,"湯婆婆 is directly informing 千尋 of her new name, using 'お前' (you) to address her.",0,0,0,0,0,0,0.0000
394,湯婆婆,いいかい？千だよ。,千尋,high,"湯婆婆 continues speaking directly to 千尋, emphasizing the new name with 'いいかい?' (got it?).",0,0,0,0,0,0,0.0000
395,湯婆婆,分かったら返事をするんだ！千！,千尋,high,"湯婆婆 demands a response from 千尋, calling her new name 千 to get her attention.",0,0,0,0,0,0,0.0000
396,千尋,は…はい！,湯婆婆,high,千尋 is responding to 湯婆婆's demand for acknowledgment of her new name.,0,0,0,0,0,0,0.0000
397,ハク,お呼びですか？,湯婆婆,high,"ハク is asking if he was called/summoned, likely addressing 湯婆婆 who is the authority figure.",0,1,0,0,0,1,0.1429
398,湯婆婆,今日からその子が働くよ。世話をしな。,ハク,high,湯婆婆 is giving an instruction to ハク to take care of the new worker 千尋.,0,0,0,0,0,0,0.0000
399,ハク,はい。,湯婆婆,high,ハク is acknowledging the order given by 湯婆婆.,0,0,0,0,0,0,0.0000
400,ハク,名は何という？,千尋,high,"ハク is asking the girl's name, addressing her directly to gather information about the new worker.",0,0,0,0,0,0,0.0000
401,千尋,えっ？,self,high,Chihiro is reacting with surprise to being asked her name; internal exclamation.,0,0,0,0,0,0,0.0000
402,千尋,ち…あっ…千です。,ハク,high,Chihiro is responding to Haku's direct question about her name.,0,1,0,0,0,1,0.1111
403,ハク,では、千。来なさい。,千尋,high,Haku is addressing Chihiro by her new name and giving her a direct command to follow him.,0,0,0,1,0,1,0.1000
404,千尋,ハク…あのう…。,ハク,high,"Chihiro is addressing Haku with a hesitant question, using his name.",0,0,0,0,0,0,0.0000
405,ハク,むだ口をきくな。,千尋,high,Haku is scolding Chihiro for speaking unnecessarily; direct correction to her.,0,0,0,0,0,0,0.0000
406,ハク,私のことはハク様と呼べ。,千尋,high,Haku is instructing Chihiro on how to address him properly.,0,0,0,0,0,0,0.0000
407,父役,いくら湯バーバ様のおっしゃりでもそれは…。,ハク,high,"Father role is protesting Haku's decision to Haku directly, challenging his authority.",0,0,0,0,0,0,0.0000
408,兄役,人間は困ります。,group:湯婆婆 and associates,medium,Older brother role is expressing concern to those present about accepting a human worker.,1,0,0,0,0,1,0.1250
409,ハク,すでに契約されたのだ。,父役,high,Haku is responding to Father role's protest with a firm statement about the contract.,0,0,0,0,0,0,0.0000
410,父役,なんと…。,self,high,Father role is reacting with shock and dismay to learning about the contract; internal exclamation.,0,0,0,0,0,0,0.0000
411,千尋,よろしくお願いします。,ハク,high,"千尋 is greeting and expressing respect to ハク, who is addressing her about her new position.",1,0,0,0,0,1,0.0909
412,湯女１,私らのとこにはよこさないどくれ。,group:bathhouse workers,high,湯女１ is speaking to other bathhouse workers about not sending the human to their section.,0,0,0,0,0,0,0.0000
413,湯女２,人くさくてかなわんわ。,group:bathhouse workers,high,湯女２ is agreeing with the previous bathhouse worker's complaint about the human smell.,0,0,0,0,0,0,0.0000
414,ハク,ここのものを３日も食べれば、においは消えよう。,group:bathhouse workers,high,ハク is explaining to the bathhouse workers how the human's smell will disappear after eating their food.,0,0,0,0,0,0,0.0000
415,ハク,それで使いものにならなければ、焼こうが煮ようが好きにするがいい。,group:bathhouse workers,high,ハク is giving instructions to the bathhouse workers about what to do with 千尋 if she becomes unusable.,0,0,0,0,0,0,0.0000
416,ハク,仕事に戻れ！リンはどこだ？,group:bathhouse workers,high,ハク is commanding the workers to return to work and asking about リン's whereabouts.,0,0,0,0,0,0,0.0000
417,リン,えーっ？！あたいに押しつけんのかよ！,ハク,high,リン is directly responding to ハク's assignment of her to help 千尋.,0,0,0,0,0,0,0.0000
418,ハク,手下を欲しがっていたな。,リン,high,"ハク is speaking to リン, reminding her that she wanted a helper.",0,0,0,0,0,0,0.0000
419,父役,そうそう。リンが適役だぞ。,ハク,high,父役 is agreeing with ハク and suggesting that リン is the right choice for the role.,0,0,0,0,0,0,0.0000
420,リン,えーっ…。,ハク,high,リン is responding with reluctance to ハク's decision to assign her to help 千尋.,0,0,0,0,0,0,0.0000
421,ハク,千、行け。,千尋,high,"ハク directly commands 千尋 to go (行け), using her name in context.",0,0,0,0,0,0,0.0000
422,千尋,はい。,ハク,high,"千尋 responds affirmatively (はい) to ハク's command, acknowledging him.",0,0,0,0,0,0,0.0000
423,リン,やってらんねえよ！,self,high,"リン expresses frustration about the situation to herself, not directed at anyone.",0,0,0,0,0,0,0.0000
424,リン,埋め合わせはしてもらうからね。,ハク,high,"リン demands compensation from ハク, who just assigned her the task.",0,0,0,0,0,0,0.0000
425,父役,はよ、行け！,千尋,high,"父役 urges someone to go quickly; in context, this is directed at 千尋 who was just told to go by ハク.",0,0,0,0,0,0,0.0000
426,リン,フンっ！,self,medium,"リン expresses a dismissive grunt, likely internal reaction rather than directed speech.",0,0,0,0,0,0,0.0000
427,リン,来いよ。,千尋,high,"リン calls out 'come on' (来いよ), inviting 千尋 to follow her to work.",0,0,0,0,0,0,0.0000
428,リン,お前、うまくやったなぁ！,千尋,high,"リン praises 千尋 (お前) for handling the situation well, directly addressing her.",0,0,0,0,0,0,0.0000
429,千尋,えっ？,リン,high,"千尋 responds with confusion (えっ？) to リン's comment, addressing her in return.",0,0,0,0,0,0,0.0000
430,リン,お前トロいからさ、心配してたんだ。,千尋,high,"リン continues speaking to 千尋, explaining her prior worry about her slowness.",0,0,0,0,0,0,0.0000
431,リン,油断するなよ。分からないことはオレに聞け。なっ？,千尋,high,"リン is giving advice directly to 千尋, using casual imperative forms and asking for confirmation with 'なっ？'",0,0,0,0,0,0,0.0000
432,千尋,うん…。,リン,high,千尋 is responding affirmatively to リン's previous statement,0,0,0,0,0,0,0.0000
433,リン,ん？どうした？,千尋,high,リン notices 千尋's apparent distress and asks what's wrong,0,0,0,0,0,0,0.0000
434,千尋,足がフラフラするの…。,リン,high,千尋 is responding to リン's question about why she seems off,0,0,0,0,0,0,0.0000
435,リン,ここがオレ達の部屋だよ。,千尋,high,"リン is explaining their location to 千尋, providing context and reassurance",0,0,0,0,0,0,0.0000
436,リン,食って寝りゃ元気になるさ。,千尋,high,リン continues offering advice to 千尋 about recovering her energy,0,0,0,0,0,0,0.0000
437,リン,腹かけ。自分で洗うんだよ。,千尋,high,リン is instructing 千尋 to put on an apron and wash it herself,0,0,0,0,0,0,0.0000
438,リン,はかま。,千尋,high,リン is pointing out or handing 千尋 the hakama (pants),0,0,0,0,0,0,0.0000
439,リン,チビだからなぁ。,千尋,high,リン is commenting on 千尋's small size while helping her dress,0,0,0,0,0,0,0.0000
440,リン,でかいな？,千尋,high,リン is remarking that something (likely the hakama) is large on 千尋,0,0,0,0,0,0,0.0000
441,千尋,リンさん、あの…。,リン,high,千尋 is directly addressing リン with the honorific 'さん' and seeking her attention.,0,0,0,0,0,0,0.0000
442,リン,何？,千尋,high,リン is responding to 千尋's question with a direct question back.,0,0,0,0,0,0,0.0000
443,千尋,ここにハクっていう人、２人いるの？,リン,high,千尋 is asking リン a direct question about whether there are two people named ハク.,0,0,0,0,0,0,0.0000
444,リン,２人？！,千尋,high,"リン is reacting with surprise to 千尋's statement, expressing disbelief directly to her.",0,0,0,0,0,0,0.0000
445,リン,あんなの２人もいたら、たまんないよ。,千尋,high,"リン continues her response to 千尋's question, explaining why two ハク would be problematic.",0,0,0,0,0,0,0.0000
446,リン,ダメか。,千尋,medium,"リン appears to be questioning whether her explanation was insufficient or unclear, directed at 千尋 in context.",0,0,0,0,0,0,0.0000
447,リン,あいつは湯バーバの手先だから気をつけな。,千尋,high,"リン is giving 千尋 a warning about ハク, directly addressing her with instructions to be careful.",0,0,0,0,0,0,0.0000
448,千尋,ウっ…ウーっ…。,self,high,"千尋 is making distressed sounds to herself, not directed at anyone else.",0,0,0,0,0,0,0.0000
449,リン,おかしいなぁ。,self,high,"リン is speaking to herself, musing about something being odd.",0,0,0,0,0,0,0.0000
450,リン,あー！あった、あった。,self,high,"リン is excited to herself upon finding something, with no addressee indicated.",0,0,0,0,0,0,0.0000
451,リン,ん？,千尋,high,リン is responding to 千尋's distressed sounds from the preceding context.,0,0,0,0,0,0,0.0000
452,リン,おい、どうしたんだよ？しっかりしろよ。,千尋,high,"リン is directly addressing the person who is unwell, asking them to get themselves together.",0,0,0,0,0,0,0.0000
453,湯女３,うるさいな。何だよ？リン。,リン,high,湯女３ is responding to リン's question and calling out リン by name.,0,0,0,0,0,0,0.0000
454,リン,気持悪いんだって。新入りだよ。,湯女３,high,リン is explaining to 湯女３ what is wrong with the newcomer.,0,0,0,0,0,0,0.0000
455,千尋,ハっ！,self,high,"千尋's exclamation appears to be a startled reaction, not directed at anyone specific.",0,0,0,0,0,0,0.0000
456,ハク,橋の所へおいで。,千尋,high,ハク is giving a direct instruction to 千尋 to come to the bridge.,0,0,0,0,0,0,0.0000
457,ハク,お父さんとお母さんに会わせてあげる。,千尋,high,"ハク continues addressing 千尋, explaining what he will do for her at the bridge.",0,0,0,0,0,0,0.0000
458,千尋,あっ！,self,high,"千尋's exclamation appears to be a realization or reaction, not directed at anyone.",0,0,0,0,0,0,0.0000
459,千尋,靴がない。,self,high,"千尋 is noting her observation about missing shoes, speaking to herself.",0,0,0,0,0,0,0.0000
460,千尋,ん？ああ…。,self,medium,"千尋's murmur appears to be internal realization or acknowledgment, likely self-directed.",0,0,0,0,0,0,0.0000
461,千尋,ありがとう。,ハク,high,千尋 is thanking ハク for helping her find her shoes and bringing her to see her parents.,0,0,0,0,0,0,0.0000
462,千尋,あっ…。,self,high,"Exclamation of realization or distress upon seeing her parents, not directed at anyone.",0,0,0,0,0,0,0.0000
463,ハク,おいで。,千尋,high,ハク is continuing to direct 千尋 to come with him.,0,0,0,0,0,0,0.0000
464,千尋,あっ！,self,high,"Exclamation of shock or realization, not directed at a specific character.",0,0,0,0,0,0,0.0000
465,千尋,お父さん、お母さん！私よ！,group:parents,high,"千尋 is calling out to her father and mother, identifying herself to them.",0,0,0,0,0,0,0.0000
466,千尋,せ…千よ。,self,high,"Appears to be a confused correction or self-talk about her own name, not addressed to others.",0,0,0,0,0,0,0.0000
467,千尋,お母さん！お父さん！,group:parents,high,千尋 is again calling out to her parents trying to get their attention.,0,0,0,0,0,0,0.0000
468,千尋,病気かな？ケガしてる？,ハク,high,"千尋 is asking ハク if her parents are sick or injured, seeking explanation for their condition.",0,0,0,0,0,0,0.0000
469,ハク,いや。お腹がいっぱいで寝ているんだよ。,千尋,high,ハク is responding to 千尋's question by explaining what happened to her parents.,0,0,0,0,0,0,0.0000
470,ハク,人間だったことは、今は忘れている。,千尋,high,ハク continues explaining to 千尋 that her parents no longer remember being human.,0,0,0,0,0,0,0.0000
471,千尋,お父さん、お母さん！きっと助けてあげるから！,お父さん," お母さん",high,0,0,0,0,0,0,0.0000
472,千尋,あんまり太っちゃダメだよ！食べられちゃうからね！,お父さん," お母さん",high,0,0,0,0,0,0,0.0000
473,ハク,これは隠しておきな。,千尋,high,ハク is giving an instruction to 千尋 about hiding something.,0,0,0,0,0,0,0.0000
474,千尋,あっ！,self,high,千尋's brief exclamation upon realizing she's found her name card.,0,0,0,0,0,0,0.0000
475,千尋,捨てられたかと思ってた。,self,medium,"千尋 is reflecting aloud about having thought the card was discarded, appears to be self-talk.",0,0,0,0,0,0,0.0000
476,ハク,帰る時にいるだろ。,千尋,high,ハク is explaining to 千尋 that she'll need the card when leaving.,0,0,0,0,0,0,0.0000
477,千尋,これ、お別れにもらったカード。,self,high,"千尋 is narrating her realization about the card, speaking to herself.",0,0,0,0,0,0,0.0000
478,千尋,「ちひろ」？,self,high,"千尋 is reading the name on the card aloud, processing the discovery.",0,0,0,0,0,0,0.0000
479,千尋,ちひろって…私の名だわ！,self,high,"千尋 is exclaiming with realization that the name is her own, speaking to herself.",0,0,0,0,0,0,0.0000
480,ハク,湯バーバは相手の名を奪って支配するんだ。,千尋,high,ハク is explaining to 千尋 how 湯婆婆controls people by stealing their names.,0,0,0,0,0,0,0.0000
481,ハク,いつもは千でいて、本当の名前はしっかり隠しておくんだよ。,千尋,high,ハク is explaining the name-stealing mechanism directly to 千尋 after she discovered her true name.,0,0,0,0,0,0,0.0000
482,千尋,私、もう取られかけてた。千になりかけてたもん。,ハク,high,"千尋 is responding to ハク's explanation about names being stolen, sharing her own experience.",0,0,0,0,0,0,0.0000
483,ハク,名を奪われると、帰り道が分からなくなるんだよ。,千尋,high,ハク continues explaining the consequences of name-stealing to 千尋.,0,0,0,0,0,0,0.0000
484,ハク,私はどうしても思い出せないんだ。,千尋,high,ハク is sharing his own predicament about his forgotten name with 千尋 in direct conversation.,0,0,0,0,0,0,0.0000
485,千尋,ハクの本当の名前？,ハク,high,千尋 is asking ハク a clarifying question about what he just said regarding his own forgotten name.,0,0,0,0,0,0,0.0000
486,ハク,でも、不思議だね？千尋のことは覚えていた。,千尋,high,ハク is continuing his reflection directly to 千尋 about his memory loss and his retained memory of her.,0,0,0,0,0,0,0.0000
487,ハク,お食べ。ごはんを食べてなかったろう？,千尋,high,ハク is offering food to 千尋 and explaining why she should eat it.,0,0,0,0,0,0,0.0000
488,千尋,食べたくない。,ハク,high,千尋 is responding directly to ハク's offer of food with her refusal.,0,0,0,0,0,0,0.0000
